Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD4577,Veronica,Bakery,Cakes,Moradabad,16-11-2018,North,745,0.14,298,Uttar Pradesh
OD4578,Hafiz,Bakery,Breads & Buns,Jhansi,24-11-2016,East,549,0.27,153.72,Jharkhand
OD4579,Vidya,Oil & Masala,Spices,Coimbatore,22-05-2016,South,1536,0.32,491.52,Tamil Nadu
OD4580,Roshan,Fruits & Veggies,Fresh Fruits,Nashik,17-11-2016,West,2433,0.18,486.6,Maharashtra
OD4581,Sheeba,Bakery,Breads & Buns,Kanpur,27-05-2016,North,1359,0.32,149.49,Uttar Pradesh
OD4582,Shree,Beverages,Health Drinks,Moradabad,29-09-2018,North,2290,0.27,618.3,Uttar Pradesh
OD4583,Veena,Oil & Masala,Spices,Dhanbad,14-11-2018,East,697,0.27,55.76,Jharkhand
OD4584,Sabeela,Bakery,Biscuits,Rajkot,10-03-2017,West,2111,0.19,337.76,Gujarat
OD4585,Muneer,"Eggs, Meat & Fish",Mutton,Jamshedpur,26-09-2017,East,2227,0.18,155.89,Jharkhand
OD4586,Kumar,Beverages,Health Drinks,Chandigarh,26-01-2018,North,1764,0.23,264.6,Punjab
OD4587,Vidya,Snacks,Noodles,Meerut,17-04-2018,North,1072,0.1,300.16,Uttar Pradesh
OD4588,Jackson,Bakery,Breads & Buns,Rourkela,11-02-2018,East,653,0.12,267.73,Odhisa
OD4589,Harish,Bakery,Cakes,Amritsar,15-05-2018,North,2117,0.26,402.23,Punjab
OD4590,Sheeba,Snacks,Cookies,Gorakhpur,28-05-2017,East,1892,0.27,775.72,Uttar Pradesh
OD4591,Aditi,Beverages,Health Drinks,Trivandrum,23-09-2018,South,1432,0.2,400.96,Kerela
OD4592,Krithika,Fruits & Veggies,Organic Fruits,Bikaner,30-06-2018,West,616,0.24,172.48,Rajasthan
OD4593,Vidya,"Eggs, Meat & Fish",Mutton,Jodhpur,17-05-2018,West,879,0.17,184.59,Rajasthan
OD4594,Veena,Snacks,Chocolates,Coimbatore,21-11-2018,South,1663,0.34,449.01,Tamil Nadu
OD4595,Krithika,Oil & Masala,Edible Oil & Ghee,Coimbatore,16-11-2018,South,1205,0.32,542.25,Tamil Nadu
OD4596,Mathew,Fruits & Veggies,Organic Fruits,Bikaner,26-11-2017,West,2450,0.31,833,Rajasthan
OD4597,Peer,Snacks,Chocolates,Amritsar,22-05-2017,North,1588,0.23,158.8,Punjab
OD4598,Hafiz,Fruits & Veggies,Fresh Fruits,Pune,24-10-2016,West,1005,0.25,211.05,Maharashtra
OD4599,Hafiz,Food Grains,Organic Staples,Bikaner,28-11-2016,West,716,0.18,114.56,Rajasthan
OD4600,Arvind,Snacks,Noodles,Nashik,24-11-2016,West,2162,0.24,324.3,Maharashtra
OD4601,Vinne,Bakery,Breads & Buns,Rajkot,22-11-2015,West,2074,0.19,145.18,Gujarat
OD4602,Amrish,Bakery,Biscuits,Patna,21-09-2015,East,2489,0.14,945.82,Bihar
OD4603,Roshan,Fruits & Veggies,Fresh Fruits,Dhanbad,28-12-2015,East,2491,0.13,572.93,Jharkhand
OD4604,Amrish,Beverages,Health Drinks,Dhanbad,28-08-2016,East,1559,0.21,608.01,Jharkhand
OD4605,Sudha,Fruits & Veggies,Fresh Fruits,Rajkot,19-11-2018,West,635,0.19,215.9,Gujarat
OD4606,Sharon,Oil & Masala,Edible Oil & Ghee,Nashik,09-02-2015,West,1851,0.18,333.18,Maharashtra
OD4607,Verma,Oil & Masala,Masalas,Chandigarh,15-09-2018,North,1315,0.11,170.95,Punjab
OD4608,Willams,Food Grains,Atta & Flour,Amritsar,18-10-2017,North,1073,0.1,472.12,Punjab
OD4609,Sundar,Snacks,Cookies,Nashik,30-10-2018,West,1130,0.14,305.1,Maharashtra
OD4610,Sudeep,Beverages,Health Drinks,Kanpur,14-04-2016,North,2188,0.21,700.16,Uttar Pradesh
OD4611,Sharon,Snacks,Noodles,Kanpur,16-08-2016,North,1396,0.26,544.44,Uttar Pradesh
OD4612,Verma,Beverages,Soft Drinks,Kochi,03-09-2016,South,2299,0.19,459.8,Kerela
OD4613,Shah,Beverages,Soft Drinks,Jhansi,21-12-2018,East,1377,0.31,179.01,Jharkhand
OD4614,Sudeep,"Eggs, Meat & Fish",Chicken,Jodhpur,05-11-2017,West,676,0.26,223.08,Rajasthan
OD4615,Verma,Food Grains,Organic Staples,Trivandrum,15-09-2018,South,1920,0.29,403.2,Kerela
OD4616,Verma,Beverages,Soft Drinks,Dhanbad,23-04-2017,East,1784,0.32,446,Jharkhand
OD4617,Ridhesh,Snacks,Noodles,Ajmer,05-01-2018,West,1285,0.17,359.8,Rajasthan
OD4618,Sabeela,Oil & Masala,Edible Oil & Ghee,Nashik,20-12-2016,West,1285,0.32,282.7,Maharashtra
OD4619,Ravi,Snacks,Chocolates,Coimbatore,28-09-2016,South,1150,0.29,425.5,Tamil Nadu
OD4620,Yusuf,Snacks,Cookies,Amritsar,21-08-2018,North,515,0.3,30.9,Punjab
OD4621,Veronica,Food Grains,Dals & Pulses,Dhanbad,24-11-2017,East,2177,0.31,544.25,Jharkhand
OD4622,Komal,Oil & Masala,Spices,Bikaner,13-04-2016,West,2081,0.1,749.16,Rajasthan
OD4623,Adavan,Oil & Masala,Edible Oil & Ghee,Chandigarh,31-08-2018,North,2410,0.21,964,Punjab
OD4624,Mathew,Oil & Masala,Spices,Amritsar,23-08-2015,North,2430,0.28,388.8,Punjab
OD4625,Krithika,Bakery,Cakes,Varanasi,21-02-2015,North,1172,0.19,457.08,Uttar Pradesh
OD4626,Arutra,Beverages,Soft Drinks,Patna,28-08-2018,East,1291,0.13,426.03,Bihar
OD4627,Sudha,Beverages,Soft Drinks,Nashik,17-09-2015,West,1706,0.11,562.98,Maharashtra
OD4628,Yadav,Beverages,Soft Drinks,Chandigarh,13-11-2016,North,2322,0.26,1021.68,Punjab
OD4629,Jonas,Bakery,Biscuits,Madurai,14-05-2017,South,1579,0.25,300.01,Tamil Nadu
OD4630,Surya,Food Grains,Dals & Pulses,Chandigarh,24-11-2016,North,784,0.17,203.84,Punjab
OD4631,Suresh,Beverages,Soft Drinks,Chandigarh,25-03-2017,North,2173,0.35,347.68,Punjab
OD4632,Surya,Oil & Masala,Masalas,Varanasi,20-01-2015,North,2425,0.25,218.25,Uttar Pradesh
OD4633,Ganesh,"Eggs, Meat & Fish",Eggs,Rourkela,19-03-2016,East,1123,0.13,482.89,Odhisa
OD4634,Esther,Snacks,Noodles,Amritsar,13-11-2016,North,1543,0.16,246.88,Punjab
OD4635,Haseena,Snacks,Cookies,Pune,25-07-2016,West,1747,0.2,401.81,Maharashtra
OD4636,Ravi,Bakery,Cakes,Bikaner,31-08-2018,West,1285,0.31,514,Rajasthan
OD4637,Aditi,Snacks,Cookies,Ajmer,14-12-2016,West,1932,0.21,656.88,Rajasthan
OD4638,Sharon,Snacks,Noodles,Chandigarh,22-08-2016,North,901,0.18,261.29,Punjab
OD4639,Shah,Oil & Masala,Masalas,Jamshedpur,31-03-2015,East,1174,0.23,223.06,Jharkhand
OD4640,Alan,Fruits & Veggies,Fresh Vegetables,Rajkot,30-01-2017,West,2207,0.32,176.56,Gujarat
OD4641,Yusuf,Beverages,Soft Drinks,Patna,16-03-2016,East,851,0.14,51.06,Bihar
OD4642,Sheeba,"Eggs, Meat & Fish",Chicken,Trivandrum,07-02-2016,South,931,0.24,335.16,Kerela
OD4643,Yusuf,Snacks,Cookies,Pune,20-11-2016,West,867,0.26,190.74,Maharashtra
OD4644,Jackson,Oil & Masala,Edible Oil & Ghee,Patna,14-07-2018,East,1404,0.31,631.8,Bihar
OD4645,Ramesh,Bakery,Cakes,Trivandrum,31-12-2016,South,1439,0.2,546.82,Kerela
OD4646,Amrish,Bakery,Biscuits,Varanasi,20-05-2018,North,610,0.28,207.4,Uttar Pradesh
OD4647,Ganesh,Bakery,Biscuits,Surat,14-03-2015,West,2233,0.18,334.95,Gujarat
OD4648,Shah,Snacks,Cookies,Jhansi,17-02-2017,East,1752,0.23,385.44,Jharkhand
OD4649,Sundar,Snacks,Cookies,Amritsar,02-01-2016,North,2165,0.22,194.85,Punjab
OD4650,Roshan,Bakery,Breads & Buns,Varanasi,11-08-2017,North,1777,0.14,408.71,Uttar Pradesh
OD4651,Surya,Oil & Masala,Spices,Meerut,29-09-2015,North,2072,0.3,704.48,Uttar Pradesh
OD4652,Sudha,Beverages,Health Drinks,Coimbatore,30-10-2018,South,1626,0.29,569.1,Tamil Nadu
OD4653,Adavan,Bakery,Breads & Buns,Surat,16-08-2016,West,609,0.24,146.16,Gujarat
OD4654,Arutra,Oil & Masala,Edible Oil & Ghee,Coimbatore,15-06-2016,South,1807,0.15,795.08,Tamil Nadu
OD4655,Harish,"Eggs, Meat & Fish",Fish,Meerut,20-01-2017,North,2285,0.14,388.45,Uttar Pradesh
OD4656,Harish,Beverages,Soft Drinks,Rourkela,18-07-2018,East,2266,0.12,294.58,Odhisa
OD4657,Hafiz,Bakery,Cakes,Nashik,08-06-2017,West,597,0.11,119.4,Maharashtra
OD4658,Yadav,Oil & Masala,Edible Oil & Ghee,Dhanbad,15-06-2016,East,1143,0.12,354.33,Jharkhand
OD4659,Arvind,Fruits & Veggies,Fresh Fruits,Kanpur,05-01-2017,North,2061,0.27,370.98,Uttar Pradesh
OD4660,Hussain,Bakery,Breads & Buns,Surat,19-09-2018,West,2399,0.2,431.82,Gujarat
OD4661,Vidya,"Eggs, Meat & Fish",Chicken,Nashik,19-12-2018,West,2293,0.25,642.04,Maharashtra
OD4662,Veronica,Snacks,Noodles,Nashik,13-03-2018,West,938,0.16,206.36,Maharashtra
OD4663,Vidya,Beverages,Health Drinks,Rajkot,04-10-2017,West,1343,0.21,335.75,Gujarat
OD4664,Ganesh,Food Grains,Dals & Pulses,Lucknow,17-08-2016,North,2358,0.24,754.56,Uttar Pradesh
OD4665,Jackson,Oil & Masala,Edible Oil & Ghee,Jhansi,02-10-2018,East,1742,0.31,661.96,Jharkhand
OD4666,Ridhesh,"Eggs, Meat & Fish",Eggs,Nashik,24-12-2016,West,1940,0.35,155.2,Maharashtra
OD4667,Malik,Bakery,Breads & Buns,Surat,17-09-2015,West,596,0.25,59.6,Gujarat
OD4668,Sabeela,Bakery,Biscuits,Patna,13-01-2016,East,2421,0.3,266.31,Bihar
OD4669,Yusuf,Snacks,Noodles,Pune,25-04-2018,West,1255,0.14,338.85,Maharashtra
OD4670,Mathew,Fruits & Veggies,Fresh Fruits,Madurai,23-09-2018,South,2254,0.31,698.74,Tamil Nadu
OD4671,Sudeep,Bakery,Biscuits,Coimbatore,25-06-2016,South,1993,0.12,358.74,Tamil Nadu
OD4672,Shree,"Eggs, Meat & Fish",Chicken,Bikaner,29-12-2017,West,599,0.35,161.73,Rajasthan
OD4673,Malik,Fruits & Veggies,Organic Fruits,Nashik,27-06-2017,West,1122,0.25,415.14,Maharashtra
OD4674,Muneer,Snacks,Noodles,Trivandrum,24-10-2015,South,2383,0.19,714.9,Kerela
OD4675,Krithika,Snacks,Cookies,Gorakhpur,21-07-2018,East,1111,0.12,488.84,Uttar Pradesh
OD4676,Yusuf,Food Grains,Organic Staples,Pune,08-03-2016,West,1062,0.17,74.34,Maharashtra
OD4677,Kumar,Bakery,Breads & Buns,Moradabad,31-12-2017,North,625,0.11,200,Uttar Pradesh
OD4678,Krithika,Beverages,Health Drinks,Pune,15-08-2015,West,1302,0.3,221.34,Maharashtra
OD4679,Ganesh,Snacks,Cookies,Jhansi,19-10-2018,East,2246,0.27,157.22,Jharkhand
OD4680,Shree,Bakery,Breads & Buns,Madurai,15-06-2017,South,1729,0.34,743.47,Tamil Nadu
OD4681,Veena,"Eggs, Meat & Fish",Mutton,Patna,20-09-2015,East,513,0.19,138.51,Bihar
OD4682,Amrish,"Eggs, Meat & Fish",Fish,Gorakhpur,17-11-2017,East,1005,0.14,412.05,Uttar Pradesh
OD4683,Amy,Snacks,Chocolates,Varanasi,19-08-2018,North,1512,0.33,408.24,Uttar Pradesh
OD4684,Amrish,Snacks,Cookies,Moradabad,24-03-2015,North,701,0.1,126.18,Uttar Pradesh
OD4685,Jonas,Oil & Masala,Masalas,Coimbatore,21-12-2017,South,1536,0.35,460.8,Tamil Nadu
OD4686,Shah,Bakery,Biscuits,Rourkela,11-03-2017,East,1541,0.19,77.05,Odhisa
OD4687,Hussain,Food Grains,Dals & Pulses,Ajmer,14-01-2017,West,884,0.35,141.44,Rajasthan
OD4688,Krithika,Food Grains,Organic Staples,Pune,13-08-2018,West,2269,0.34,839.53,Maharashtra
OD4689,Surya,"Eggs, Meat & Fish",Fish,Gorakhpur,17-06-2015,East,1426,0.14,285.2,Uttar Pradesh
OD4690,Aditi,Beverages,Health Drinks,Coimbatore,18-12-2018,South,900,0.12,54,Tamil Nadu
OD4691,Shree,Oil & Masala,Masalas,Meerut,30-10-2018,North,1626,0.27,439.02,Uttar Pradesh
OD4692,James,Snacks,Cookies,Ajmer,21-12-2015,West,712,0.33,85.44,Rajasthan
OD4693,Esther,Food Grains,Organic Staples,Patna,23-11-2015,East,1821,0.22,218.52,Bihar
OD4694,Kumar,Oil & Masala,Spices,Chandigarh,17-12-2015,North,1305,0.1,587.25,Punjab
OD4695,Veena,Fruits & Veggies,Fresh Vegetables,Jodhpur,31-08-2018,West,1569,0.27,596.22,Rajasthan
OD4696,Shree,Bakery,Cakes,Jhansi,28-09-2016,East,1965,0.28,393,Jharkhand
OD4697,Veena,Beverages,Soft Drinks,Madurai,30-12-2018,South,1690,0.19,135.2,Tamil Nadu
OD4698,Ridhesh,Oil & Masala,Spices,Patna,18-11-2016,East,966,0.23,67.62,Bihar
OD4699,Vince,Oil & Masala,Masalas,Moradabad,16-07-2017,North,2141,0.16,942.04,Uttar Pradesh
OD4700,Sudeep,Bakery,Breads & Buns,Jamshedpur,23-08-2015,East,1250,0.35,137.5,Jharkhand
OD4701,Peer,Snacks,Cookies,Kanpur,28-08-2017,North,2081,0.18,145.67,Uttar Pradesh
OD4702,Alan,Snacks,Chocolates,Coimbatore,24-02-2015,South,946,0.15,104.06,Tamil Nadu
OD4703,Ridhesh,Beverages,Soft Drinks,Kanpur,26-11-2015,North,2151,0.24,623.79,Uttar Pradesh
OD4704,Veena,Snacks,Noodles,Chandigarh,19-01-2018,North,2076,0.1,373.68,Punjab
OD4705,Adavan,Oil & Masala,Spices,Jodhpur,21-08-2018,West,1847,0.35,258.58,Rajasthan
OD4706,Kumar,"Eggs, Meat & Fish",Chicken,Chandigarh,21-08-2018,North,1337,0.1,147.07,Punjab
OD4707,Hussain,"Eggs, Meat & Fish",Chicken,Jodhpur,16-01-2016,West,1568,0.33,360.64,Rajasthan
OD4708,Shah,Food Grains,Rice,Jamshedpur,23-05-2016,East,1706,0.33,716.52,Jharkhand
OD4709,Roshan,Beverages,Soft Drinks,Nashik,13-04-2017,West,1514,0.1,439.06,Maharashtra
OD4710,Willams,Fruits & Veggies,Fresh Fruits,Jodhpur,25-04-2018,West,2158,0.35,237.38,Rajasthan
OD4711,Jonas,"Eggs, Meat & Fish",Eggs,Kochi,16-04-2015,South,1541,0.16,431.48,Kerela
OD4712,Esther,Snacks,Cookies,Lucknow,28-05-2017,North,2283,0.28,639.24,Uttar Pradesh
OD4713,Esther,Fruits & Veggies,Fresh Vegetables,Ajmer,24-12-2016,West,923,0.15,119.99,Rajasthan
OD4714,Sudeep,Food Grains,Organic Staples,Chandigarh,15-08-2015,North,745,0.24,238.4,Punjab
OD4715,Rumaiza,Food Grains,Rice,Rourkela,05-08-2017,East,2462,0.28,246.2,Odhisa
OD4716,Sudeep,Food Grains,Dals & Pulses,Gorakhpur,09-02-2015,East,1791,0.35,483.57,Uttar Pradesh
OD4717,Anu,Snacks,Chocolates,Nashik,21-11-2016,West,1186,0.12,415.1,Maharashtra
OD4718,Peer,Fruits & Veggies,Fresh Vegetables,Nashik,14-03-2015,West,1233,0.11,468.54,Maharashtra
OD4719,Sudeep,Beverages,Soft Drinks,Varanasi,03-10-2015,North,2433,0.32,340.62,Uttar Pradesh
OD4720,Arvind,Fruits & Veggies,Fresh Fruits,Trivandrum,28-05-2015,South,901,0.19,90.1,Kerela
OD4721,Surya,Food Grains,Rice,Rourkela,17-08-2017,East,1680,0.16,537.6,Odhisa
OD4722,Muneer,Food Grains,Rice,Moradabad,14-06-2018,North,2050,0.14,389.5,Uttar Pradesh
OD4723,Ravi,Beverages,Soft Drinks,Coimbatore,27-12-2017,South,841,0.11,285.94,Tamil Nadu
OD4724,Shree,Beverages,Health Drinks,Trivandrum,24-02-2015,South,672,0.24,94.08,Kerela
OD4725,Esther,Bakery,Breads & Buns,Rourkela,27-11-2017,East,1077,0.16,129.24,Odhisa
OD4726,Verma,Bakery,Breads & Buns,Surat,07-08-2015,West,578,0.22,138.72,Gujarat
OD4727,Amy,Bakery,Breads & Buns,Meerut,07-01-2017,North,2279,0.31,592.54,Uttar Pradesh
OD4728,Ridhesh,Food Grains,Rice,Rourkela,21-04-2015,East,1344,0.16,497.28,Odhisa
OD4729,Sharon,Beverages,Soft Drinks,Moradabad,21-04-2015,North,2438,0.11,365.7,Uttar Pradesh
OD4730,Ram,Beverages,Health Drinks,Moradabad,12-06-2018,North,530,0.21,121.9,Uttar Pradesh
OD4731,Muneer,Food Grains,Atta & Flour,Surat,28-08-2016,West,654,0.34,215.82,Gujarat
OD4732,Adavan,Oil & Masala,Spices,Lucknow,02-05-2015,North,1988,0.11,357.84,Uttar Pradesh
OD4733,Arvind,Food Grains,Organic Staples,Jamshedpur,29-09-2017,East,849,0.1,288.66,Jharkhand
OD4734,Sharon,Food Grains,Rice,Bikaner,19-05-2018,West,1788,0.24,464.88,Rajasthan
OD4735,Yadav,Fruits & Veggies,Organic Vegetables,Bikaner,26-04-2018,West,508,0.16,127,Rajasthan
OD4736,Sheeba,Beverages,Health Drinks,Bikaner,05-08-2018,West,611,0.3,140.53,Rajasthan
OD4737,Suresh,Oil & Masala,Spices,Surat,21-11-2018,West,925,0.12,314.5,Gujarat
OD4738,Veena,Beverages,Health Drinks,Chandigarh,17-09-2015,North,2063,0.14,144.41,Punjab
OD4739,Vinne,Bakery,Breads & Buns,Rourkela,06-01-2015,East,2094,0.31,104.7,Odhisa
OD4740,Amy,Food Grains,Organic Staples,Nashik,14-04-2016,West,1569,0.29,282.42,Maharashtra
OD4741,Ravi,Beverages,Soft Drinks,Jamshedpur,17-09-2015,East,1892,0.32,718.96,Jharkhand
OD4742,Alan,Food Grains,Dals & Pulses,Ajmer,14-07-2015,West,1500,0.21,630,Rajasthan
OD4743,Adavan,Beverages,Soft Drinks,Gorakhpur,21-05-2017,East,2100,0.34,651,Uttar Pradesh
OD4744,Mathew,Snacks,Noodles,Patna,26-11-2015,East,2225,0.3,445,Bihar
OD4745,Krithika,Beverages,Soft Drinks,Rajkot,29-01-2015,West,1632,0.24,603.84,Gujarat
OD4746,Jonas,"Eggs, Meat & Fish",Eggs,Patna,25-03-2016,East,537,0.34,150.36,Bihar
OD4747,Yadav,Bakery,Cakes,Chandigarh,30-11-2016,North,1282,0.33,179.48,Punjab
OD4748,Haseena,Bakery,Breads & Buns,Jodhpur,23-09-2018,West,1199,0.15,455.62,Rajasthan
OD4749,Shree,"Eggs, Meat & Fish",Eggs,Moradabad,18-11-2016,North,2060,0.14,206,Uttar Pradesh
OD4750,Amy,Oil & Masala,Edible Oil & Ghee,Surat,01-09-2018,West,2062,0.34,927.9,Gujarat
OD4751,Shree,Bakery,Cakes,Moradabad,23-08-2015,North,509,0.26,25.45,Uttar Pradesh
OD4752,Muneer,Oil & Masala,Edible Oil & Ghee,Dhanbad,17-09-2015,East,1907,0.16,324.19,Jharkhand
OD4753,Sharon,Oil & Masala,Spices,Meerut,14-09-2015,North,883,0.22,247.24,Uttar Pradesh
OD4754,Suresh,Bakery,Biscuits,Surat,01-07-2015,West,2018,0.18,787.02,Gujarat
OD4755,Ramesh,Beverages,Soft Drinks,Varanasi,19-05-2015,North,777,0.16,194.25,Uttar Pradesh
OD4756,Sharon,Bakery,Biscuits,Lucknow,25-11-2015,North,1332,0.23,266.4,Uttar Pradesh
OD4757,Sudha,Food Grains,Organic Staples,Varanasi,27-11-2018,North,776,0.34,155.2,Uttar Pradesh
OD4758,Vidya,Beverages,Soft Drinks,Dhanbad,15-09-2018,East,1552,0.12,450.08,Jharkhand
OD4759,Jonas,Food Grains,Organic Staples,Kochi,23-04-2017,South,1311,0.21,367.08,Kerela
OD4760,Rumaiza,Fruits & Veggies,Organic Fruits,Kanpur,26-05-2015,North,723,0.27,79.53,Uttar Pradesh
OD4761,Muneer,Oil & Masala,Edible Oil & Ghee,Jamshedpur,11-11-2015,East,605,0.11,260.15,Jharkhand
OD4762,Willams,Fruits & Veggies,Organic Fruits,Chandigarh,18-09-2018,North,666,0.14,286.38,Punjab
OD4763,Yusuf,Fruits & Veggies,Fresh Vegetables,Bikaner,06-02-2018,West,2199,0.13,615.72,Rajasthan
OD4764,James,Food Grains,Atta & Flour,Ajmer,30-09-2015,West,1684,0.31,168.4,Rajasthan
OD4765,Roshan,Food Grains,Dals & Pulses,Dhanbad,07-12-2015,East,1857,0.17,148.56,Jharkhand
OD4766,Sundar,Fruits & Veggies,Fresh Fruits,Rourkela,15-09-2017,East,1344,0.19,134.4,Odhisa
OD4767,Vinne,Fruits & Veggies,Organic Fruits,Ajmer,10-05-2018,West,1107,0.23,221.4,Rajasthan
OD4768,Haseena,Fruits & Veggies,Fresh Fruits,Kanpur,23-12-2016,North,670,0.31,107.2,Uttar Pradesh
OD4769,Vinne,Bakery,Biscuits,Dhanbad,17-08-2016,East,794,0.28,230.26,Jharkhand
OD4770,Mathew,Snacks,Cookies,Rourkela,24-12-2016,East,2223,0.2,222.3,Odhisa
OD4771,Shree,"Eggs, Meat & Fish",Eggs,Trivandrum,27-10-2018,South,2094,0.33,167.52,Kerela
OD4772,Kumar,Food Grains,Atta & Flour,Bikaner,30-11-2015,West,665,0.19,259.35,Rajasthan
OD4773,Ramesh,Snacks,Chocolates,Kochi,24-11-2016,South,1908,0.27,534.24,Kerela
OD4774,Ravi,Bakery,Biscuits,Chandigarh,29-01-2018,North,2494,0.22,648.44,Punjab
OD4775,Amrish,Oil & Masala,Edible Oil & Ghee,Pune,05-03-2016,West,1249,0.29,399.68,Maharashtra
OD4776,Peer,Snacks,Cookies,Kanpur,16-08-2016,North,542,0.16,184.28,Uttar Pradesh
OD4777,Ganesh,Snacks,Cookies,Kochi,30-05-2017,South,1844,0.25,811.36,Kerela
OD4778,Esther,Beverages,Soft Drinks,Nashik,29-06-2018,West,1682,0.29,740.08,Maharashtra
OD4779,Ram,Beverages,Soft Drinks,Jhansi,23-08-2015,East,860,0.13,275.2,Jharkhand
OD4780,Vinne,Snacks,Cookies,Surat,13-07-2015,West,717,0.11,186.42,Gujarat
OD4781,Arutra,Bakery,Breads & Buns,Nashik,20-09-2016,West,862,0.32,379.28,Maharashtra
OD4782,Surya,Oil & Masala,Spices,Amritsar,13-11-2018,North,1237,0.15,457.69,Punjab
OD4783,Krithika,Oil & Masala,Masalas,Jhansi,01-06-2018,East,1934,0.26,212.74,Jharkhand
OD4784,Willams,Bakery,Cakes,Dhanbad,25-05-2016,East,2498,0.15,524.58,Jharkhand
OD4785,Amrish,"Eggs, Meat & Fish",Chicken,Moradabad,28-06-2018,North,562,0.24,151.74,Uttar Pradesh
OD4786,Adavan,Fruits & Veggies,Organic Fruits,Pune,14-03-2018,West,2270,0.2,885.3,Maharashtra
OD4787,Sheeba,Oil & Masala,Spices,Bikaner,21-10-2018,West,976,0.21,341.6,Rajasthan
OD4788,Esther,Snacks,Noodles,Rourkela,13-07-2016,East,2355,0.18,894.9,Odhisa
OD4789,Sharon,Beverages,Soft Drinks,Amritsar,28-09-2016,North,1454,0.26,596.14,Punjab
OD4790,Amy,Snacks,Chocolates,Trivandrum,20-01-2017,South,2352,0.25,1058.4,Kerela
OD4791,Sundar,Bakery,Biscuits,Jamshedpur,19-09-2018,East,694,0.28,90.22,Jharkhand
OD4792,Ram,Food Grains,Dals & Pulses,Moradabad,18-07-2018,North,2430,0.29,170.1,Uttar Pradesh
OD4793,Vince,"Eggs, Meat & Fish",Fish,Jodhpur,05-09-2016,West,616,0.23,215.6,Rajasthan
OD4794,Arutra,"Eggs, Meat & Fish",Mutton,Surat,24-03-2017,West,1482,0.3,652.08,Gujarat
OD4795,Ram,Fruits & Veggies,Fresh Fruits,Chandigarh,08-02-2017,North,876,0.31,122.64,Punjab
OD4796,Roshan,Snacks,Noodles,Madurai,08-11-2018,South,533,0.13,143.91,Tamil Nadu
OD4797,Krithika,Oil & Masala,Spices,Rajkot,27-12-2015,West,921,0.18,267.09,Gujarat
OD4798,James,Fruits & Veggies,Organic Fruits,Jodhpur,14-12-2015,West,1955,0.17,762.45,Rajasthan
OD4799,Ravi,Beverages,Soft Drinks,Lucknow,23-05-2016,North,753,0.13,75.3,Uttar Pradesh
OD4800,Sundar,Oil & Masala,Masalas,Amritsar,10-03-2016,North,886,0.21,212.64,Punjab
OD4801,Rumaiza,Snacks,Cookies,Varanasi,22-08-2017,North,1301,0.14,351.27,Uttar Pradesh
OD4802,Verma,Beverages,Health Drinks,Dhanbad,22-12-2017,East,1277,0.35,242.63,Jharkhand
OD4803,Sundar,Snacks,Noodles,Amritsar,22-12-2018,North,1961,0.14,627.52,Punjab
OD4804,Anu,Food Grains,Atta & Flour,Varanasi,01-02-2018,North,1838,0.14,716.82,Uttar Pradesh
OD4805,Amrish,Oil & Masala,Masalas,Bikaner,16-11-2018,West,734,0.35,110.1,Rajasthan
OD4806,Vidya,Bakery,Breads & Buns,Jamshedpur,13-02-2017,East,856,0.3,325.28,Jharkhand
OD4807,Sundar,Bakery,Biscuits,Bikaner,27-12-2016,West,702,0.31,231.66,Rajasthan
OD4808,Ridhesh,Beverages,Soft Drinks,Jamshedpur,19-12-2017,East,1391,0.1,403.39,Jharkhand
OD4809,Komal,Beverages,Health Drinks,Amritsar,22-12-2018,North,997,0.14,199.4,Punjab
OD4810,Sheeba,Food Grains,Dals & Pulses,Moradabad,23-06-2015,North,2283,0.14,1027.35,Uttar Pradesh
OD4811,Willams,Oil & Masala,Masalas,Bikaner,22-06-2016,West,1745,0.2,296.65,Rajasthan
OD4812,Yadav,Fruits & Veggies,Fresh Vegetables,Kanpur,14-05-2018,North,847,0.27,296.45,Uttar Pradesh
OD4813,Sheeba,Food Grains,Atta & Flour,Meerut,15-01-2018,North,1578,0.26,615.42,Uttar Pradesh
OD4814,Sudha,Oil & Masala,Spices,Rajkot,13-12-2016,West,1643,0.26,246.45,Gujarat
OD4815,Sudeep,Food Grains,Dals & Pulses,Meerut,20-09-2015,North,1246,0.17,62.3,Uttar Pradesh
OD4816,Jackson,"Eggs, Meat & Fish",Mutton,Kanpur,27-04-2016,North,1115,0.17,289.9,Uttar Pradesh
OD4817,Verma,Snacks,Chocolates,Jhansi,23-10-2016,East,1958,0.32,606.98,Jharkhand
OD4818,Sharon,Bakery,Breads & Buns,Meerut,29-11-2016,North,1913,0.18,803.46,Uttar Pradesh
OD4819,Ram,Fruits & Veggies,Fresh Fruits,Jamshedpur,06-10-2015,East,2293,0.21,183.44,Jharkhand
OD4820,Arutra,Snacks,Chocolates,Rourkela,15-12-2015,East,1053,0.23,410.67,Odhisa
OD4821,Shah,Fruits & Veggies,Organic Vegetables,Madurai,02-11-2018,South,870,0.19,374.1,Tamil Nadu
OD4822,James,Beverages,Soft Drinks,Bikaner,17-11-2017,West,2489,0.29,597.36,Rajasthan
OD4823,Sabeela,Bakery,Biscuits,Coimbatore,29-11-2015,South,2245,0.32,269.4,Tamil Nadu
